no,category,title,author,date,views,url,page
88,창업 연구자료,1인 창조기업 육성 3개년('24~26년) 계획 수립 연구,지역창업실,2024/03/07,494,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4068&tag=&nPage=17,17
87,창업 연구자료,[2023년 창업진흥원 연구용역 결과보고서] 2023년 창업지원기업 이력성과조사,창업규제정책실,2024/02/06,644,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4026&tag=&nPage=17,17
86,창업 연구자료,[2018년 창업진흥원 연구용역 결과보고서] 글로벌 액셀러레이터 현황 조사,글로벌창업협력실,2024/03/14,461,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3522&tag=&nPage=17,17
85,창업 연구자료,[2018년 창업진흥원 연구용역 결과보고서] 국가별 해외기업 유치 현황 조사,글로벌창업협력실,2024/03/14,429,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3521&tag=&nPage=17,17
84,창업 연구자료,글로벌 기업 협업 프로그램 성과 분석 및 지표 개발 연구보고서,창업진흥원,2024/01/18,"1,489",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3470&tag=&nPage=17,17
83,창업 연구자료,2023년 혁신창업스쿨 및 창업에듀 실태조사 결과보고서,창업진흥원,2024/01/10,"1,406",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3465&tag=&nPage=17,17
82,창업 연구자료,창업 인프라 성과분석,지역창업실,2023/11/09,309,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4070&tag=&nPage=18,18
81,창업 연구자료,2023년 글로벌 기업가정신 연구(GEM),창업규제정책실,2023/12/18,779,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4067&tag=&nPage=18,18
80,창업 통계자료,2023년 주요 선진국의 창업 벤처통계 비교·분석,창업규제정책실,2024/01/03,684,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4066&tag=&nPage=18,18
79,창업 연구자료,스타트업 글로벌 진출 관련 규제애로 현황 및 개선방안,창업규제정책실,2023/08/31,505,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4065&tag=&nPage=18,18
78,창업 연구자료,창업규제 발굴·개선을 위한 창업규제트리 개발 연구,창업규제정책실,2023/05/08,264,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4064&tag=&nPage=18,18
77,창업 연구자료,K-스타트업 글로벌 진출 가이드라인 연구자료,창업규제정책실,2024/01/02,"3,177",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4061&tag=&nPage=18,18
76,창업 통계자료,2023년 창업기업실태조사(2021년 기준) 결과보고서,창업진흥원,2023/12/28,"16,504",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3451&tag=&nPage=18,18
75,일반자료,스타트업 파크 사업관리지침 제정 안내,이은호,2023/11/08,"1,176",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3411&tag=&nPage=18,18
74,일반자료,창업진흥원 ESG 매거진(우수사례집),ESG혁신실,2023/04/03,"5,378",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3085&tag=&nPage=18,18
73,창업 통계자료,2022년 1인 창조기업 실태조사 결과보고서,지역창업실,2023/03/10,"4,701",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3053&tag=&nPage=18,18
72,,비대면 서비스 바우처 관리지침 제8차 개정 공지,김종완,2023/02/24,"2,012",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3044&tag=&nPage=19,19
71,창업 통계자료,2022년 창업기업실태조사(2020년 기준) 결과보고서,창업규제정책실,2023/02/16,"14,501",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3039&tag=&nPage=19,19
70,일반자료,2022년 재도전성공패키지 우수사례집,재도전창업실,2022/12/27,"6,279",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3005&tag=&nPage=19,19
69,일반자료,"2022년 창업진흥원 기관 홍보물(브로슈어, 리플렛)",대외협력실,2022/12/20,"11,197",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2852&tag=&nPage=19,19
68,일반자료,창업 사업화 지원사업 부정행위 사례집,창업평가총괄실,2022/05/18,"6,005",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2805&tag=&nPage=19,19
67,창업 통계자료,2021년 1인 창조기업 실태조사 결과보고서,창업인프라조성실,2022/03/31,"5,943",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2745&tag=&nPage=19,19
66,창업 통계자료,한눈에 보는 창업동향(2019년 창업기업실태조사),창업정책연구실,2022/02/25,"5,606",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2696&tag=&nPage=19,19
65,창업 통계자료,2021년 창업기업실태조사 ('19년 기준),창업정책연구실,2022/02/25,"6,425",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2695&tag=&nPage=19,19
64,일반자료,2021년 재도전성공패키지 우수사례집,재도전창업실,2022/01/05,"8,215",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2643&tag=&nPage=19,19
63,일반자료,창업진흥원 10주년 기념백서,대외협력실,2021/10/08,"6,108",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2546&tag=&nPage=19,19
62,창업 연구자료,2020년 1인 창조기업 실태조사,한혜리,2021/09/10,"3,143",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2518&tag=&nPage=20,20
61,창업 연구자료,아기유니콘200 육성사업 고도화 연구 보고서,최지원,2021/06/01,"3,171",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2400&tag=&nPage=20,20
60,일반자료,2021년 창업관련 개정세법 안내,강정호,2021/05/20,"2,964",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2356&tag=&nPage=20,20
59,창업 통계자료,한눈에 보는 창업동향(2020년 창업기업실태조사('18년 기준)),김은성,2021/05/11,"4,275",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2325&tag=&nPage=20,20
58,창업 통계자료,2020년 창업기업실태조사('18년 기준),김은성,2021/05/11,"9,552",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2324&tag=&nPage=20,20
57,일반자료,2021년 창업지원사업 온라인 통합설명회 발표자료,홍보실,2021/02/01,"6,718",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2159&tag=&nPage=20,20
56,창업 통계자료,2020년 창업지원기업 이력·성과 조사,김은성,2020/12/31,"6,129",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2134&tag=&nPage=20,20
55,창업 통계자료,한눈에 보는 창업동향(창업·벤처 정책인식 실태조사),김은성,2020/12/30,"5,063",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2133&tag=&nPage=20,20
54,창업 통계자료,한눈에 보는 창업동향(2020년 창업지원기업 이력·성과 조사),김은성,2020/12/30,"4,605",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2132&tag=&nPage=20,20
53,일반자료,상표동향분석을 통한 미래산업분석 리포트,관리자,2020/12/04,"2,593",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=2102&tag=&nPage=20,20
52,일반자료,창업기업 확인시스템 구축을 위한 정보화전략계획(ISP) 계획 수립 최종보고서,창업협력전략실,2020/09/04,"6,710",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1932&tag=&nPage=21,21
51,창업 연구자료,청년·시니어 공동창업 연구보고서(2016),관리자,2020/07/13,"3,280",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1845&tag=&nPage=21,21
50,창업 연구자료,재창업 활성화를 위한 조기 신용회복 지원에 관한 연구(2016),관리자,2020/07/13,"2,124",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1844&tag=&nPage=21,21
49,창업 연구자료,창업단계별 핵심규제 발굴 및 부담완화 방안 연구보고서(2016),관리자,2020/07/13,"4,350",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1843&tag=&nPage=21,21
48,창업 통계자료,메이커 스페이스 구축·운영사업 최종보고서,기관 관리자,2020/06/19,"7,178",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1815&tag=&nPage=21,21
47,창업 연구자료,2019년 1인 창조기업 실태조사,창업저변부,2020/05/28,"3,637",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1780&tag=&nPage=21,21
46,일반자료,세계 주요 글로벌 피칭대회 완전 정복! 글로벌 피칭 경진대회 가이드북 배포,글로벌사업부,2020/04/29,"4,014",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1763&tag=&nPage=21,21
45,창업 연구자료,2019년 창업기업실태조사,조사연구실,2020/04/29,"7,248",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1762&tag=&nPage=21,21
44,창업 통계자료,2019년 창업교육·멘토링 실태조사,기관 관리자,2020/03/18,"4,503",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1691&tag=&nPage=21,21
43,창업 통계자료,한눈에 보는 창업동향(창업벤처 정책인식 실태조사),조사연구실,2020/01/20,"3,470",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1625&tag=&nPage=21,21
42,일반자료,제 6회 혁신적실패사례 공모전 사례집,재도전창업부,2020/01/03,"3,208",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1604&tag=&nPage=22,22
41,창업 연구자료,창업진흥원 전략체계 개선 및 경영관리 고도화 방안 수립 보고서,사회적가치혁신팀,2019/12/27,"3,290",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1595&tag=&nPage=22,22
40,일반자료,스타트업 글로벌 네비게이터,글로벌사업부,2019/12/23,"3,822",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1586&tag=&nPage=22,22
39,일반자료,2018년 재도전 성공패키지 우수사례집,재도전창업부,2019/12/18,"4,596",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1583&tag=&nPage=22,22
38,창업 통계자료,한눈에 보는 창업동향(창업지원기업 이력성과조사),조사연구실,2019/11/25,"3,427",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1551&tag=&nPage=22,22
37,창업 통계자료,한눈에 보는 창업동향(창업기업 실태조사),조사연구실,2019/10/29,"3,625",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1497&tag=&nPage=22,22
36,창업 연구자료,글로벌 액셀러레이팅 지원체계 개선 방안 연구,조사연구실,2019/07/04,"3,029",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1481&tag=&nPage=22,22
35,창업 연구자료,글로벌 창업 활성화 방안 연구,글로벌사업부,2019/07/25,"3,304",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1480&tag=&nPage=22,22
34,창업 연구자료,지역 창업생태계 활성화 관련 분석 모델·지표 개발 및 지역 창업인프라 구축·운영 사업의 성과지표 구축,조사연구실,2019/07/08,"3,970",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1478&tag=&nPage=22,22
33,창업 연구자료,1인 창조기업 실태조사,교육문화부,2019/07/30,"4,383",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1318&tag=&nPage=22,22
32,창업 연구자료,국내외 사내벤처 운영 실태조사 및 정책 개선방안 마련,조사연구실,2019/04/18,"2,962",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1483&tag=&nPage=23,23
31,창업 연구자료,국내 창업환경 개선을 위한 법·제도 연구,조사연구실,2019/06/28,"2,576",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1482&tag=&nPage=23,23
30,창업 연구자료,청소년 비즈쿨 지원사업 교육운영모형 개발 및 활성화 방안 연구,창업저변확대부,2019/06/20,"3,322",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1294&tag=&nPage=23,23
29,창업 연구자료,2018년 창업기업 실태조사 최종보고서,관리자,2019/04/05,"13,432",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1228&tag=&nPage=23,23
28,일반자료,창업도약패키지 지원사업 우수사례집,관리자,2019/03/12,"6,025",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1203&tag=&nPage=23,23
27,창업 통계자료,2018년 대학 창업인프라 실태조사,관리자,2019/02/11,"8,749",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1186&tag=&nPage=23,23
26,창업 연구자료,2017년 1인 창조기업 실태조사 최종보고서,관리자,2018/06/28,"4,965",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1072&tag=&nPage=23,23
25,일반자료,재도전 성공패키지 우수사례집,관리자,2018/05/09,"6,921",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1050&tag=&nPage=23,23
24,일반자료,혁신적 실패사례 공모전 사례집,관리자,2018/05/09,"7,465",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1049&tag=&nPage=23,23
23,일반자료,2018년 중소ㆍ벤처기업 지원사업,관리자,2018/05/08,"4,085",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1048&tag=&nPage=23,23
22,일반자료,2018년 창업지원사업 안내,관리자,2018/05/08,"12,654",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1047&tag=&nPage=24,24
21,창업 연구자료,2017년 창업기업 실태조사 최종보고서,관리자,2018/04/13,"9,214",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1040&tag=&nPage=24,24
20,창업 연구자료,2016년 1인 창조기업 실태조사 최종보고서,관리자,2018/03/26,"3,391",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1034&tag=&nPage=24,24
19,창업 연구자료,2015년 1인 창조기업 실태조사 최종보고서,관리자,2018/03/26,"2,712",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1033&tag=&nPage=24,24
18,창업 연구자료,2014년 1인 창조기업 실태조사 최종보고서,관리자,2018/03/26,"2,547",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1032&tag=&nPage=24,24
17,창업 통계자료,2017년 대학 창업통계 조사 결과 보고서,관리자,2018/01/16,"4,044",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=1002&tag=&nPage=24,24
16,일반자료,창업선도대학 육성사업 성공사례집 e-book,관리자,2017/12/27,"3,670",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=997&tag=&nPage=24,24
15,창업 연구자료,2016년 창업기업 실태조사 연구보고서,관리자,2017/07/03,"4,883",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=905&tag=&nPage=24,24
14,일반자료,2017년 K-Startup 통합 설명회 자료집,관리자,2017/03/09,"3,924",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=821&tag=&nPage=24,24
13,일반자료,2017년 창업지원사업,관리자,2017/03/09,"4,073",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=820&tag=&nPage=24,24
12,일반자료,2017년부터 이렇게 달라집니다,관리자,2017/03/09,"2,768",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=819&tag=&nPage=25,25
11,일반자료,중소기업 재도전 지원제도(백전백승),관리자,2017/03/09,"3,034",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=818&tag=&nPage=25,25
10,일반자료,2016 중소기업 CEO가 즐겨찾는 정책 100선 '내 손안의 정책 가이드북),관리자,2016/08/29,"3,144",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=684&tag=&nPage=25,25
9,창업 연구자료,2015년 창업기업 실태조사 연구보고서,관리자,2016/07/28,"5,467",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=661&tag=&nPage=25,25
8,일반자료,2016년 K-startup 통합 설명회 자료집,관리자,2016/03/03,"5,160",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=575&tag=&nPage=25,25
7,창업 연구자료,2014년 창업기업 실태조사 연구보고서,관리자,2015/12/22,"6,315",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=520&tag=&nPage=25,25
6,일반자료,2015 성공창업의 길 사례집,관리자,2015/10/21,"6,543",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=476&tag=&nPage=25,25
5,일반자료,2015년도 테크숍 구축 지원사업 주관기관 모집 설명회,관리자,2015/08/13,"4,404",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=406&tag=&nPage=25,25
4,일반자료,"""혁신적 실패사례 공모전 개최"" 홍보영상",관리자,2015/08/10,"4,527",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=398&tag=&nPage=25,25
3,일반자료,창업맞춤형사업 주관기관 대상 창업사업 통합정보관리시스템 설명회,관리자,2015/08/07,"3,800",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=395&tag=&nPage=25,25
2,일반자료,2015년 창업맞춤형사업화 지원사업 창업기업 모집 사업설명회 자료,관리자,2015/08/07,"4,365",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=394&tag=&nPage=26,26
1,일반자료,창업자 사업역량 및 사업아이템 자가진단키트 개발,관리자,2015/06/08,"9,490",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=332&tag=&nPage=26,26
